dataset,model,input_type,horizon,model_seed,aggregation_method,anomaly_type,injection_seed,anomaly_ratio,magnitude_scale,detector_type,threshold_method,threshold_value,tp,fp,tn,fn,precision,recall,f1,false_positive_rate,true_negative_rate,num_points,num_true_anomaly,num_predicted_anomaly
ETTh1,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,iqr,3.379336140379394,11,91,3198,66,0.10784313725490197,0.14285714285714285,0.1229050279329609,0.02766798418972332,0.9723320158102767,3366,77,102
ETTh1,nlinear,multivariate,24,42,first,level_shift,42,0.02,3.0,rolling_zscore,mad,3.837024392715136,10,56,3233,67,0.15151515151515152,0.12987012987012986,0.13986013986013984,0.017026451809060504,0.9829735481909395,3366,77,66
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,percentile,1.7860218639999996,67,80,3219,0,0.4557823129251701,1.0,0.6261682242990654,0.024249772658381328,0.9757502273416186,3366,67,147
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,mean_std,1.6956210557618947,67,92,3207,0,0.42138364779874216,1.0,0.5929203539823008,0.027887238557138528,0.9721127614428615,3366,67,159
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,iqr,1.4185841175,67,154,3145,0,0.3031674208144796,1.0,0.46527777777777773,0.046680812367384056,0.9533191876326159,3366,67,221
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,residual,mad,1.5722129060285002,67,112,3187,0,0.3743016759776536,1.0,0.5447154471544715,0.033949681721733856,0.9660503182782662,3366,67,179
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,percentile,2.588390364924154,52,989,2310,15,0.049951969260326606,0.7761194029850746,0.09386281588447654,0.2997878144892392,0.7002121855107608,3366,67,1041
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,mean_std,2.6496085647748084,52,945,2354,15,0.05215646940822467,0.7761194029850746,0.09774436090225562,0.28645043952712945,0.7135495604728705,3366,67,997
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,iqr,2.327711048654572,57,1277,2022,10,0.04272863568215892,0.8507462686567164,0.08137044967880086,0.38708699605941194,0.612913003940588,3366,67,1334
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,raw_zscore,mad,2.4114464476877635,57,1214,2085,10,0.044846577498033044,0.8507462686567164,0.08520179372197309,0.36799030009093664,0.6320096999090633,3366,67,1271
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,percentile,1.7589995530000004,5,77,3222,62,0.06097560975609756,0.07462686567164178,0.06711409395973153,0.023340406183692028,0.976659593816308,3366,67,82
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,mean_std,1.5985696494397563,5,105,3194,62,0.045454545454545456,0.07462686567164178,0.05649717514124294,0.03182782661412549,0.9681721733858745,3366,67,110
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,iqr,1.1960014875000007,5,192,3107,62,0.025380710659898477,0.07462686567164178,0.03787878787878788,0.05819945438011519,0.9418005456198848,3366,67,197
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,diff_score,mad,1.3768992432699991,5,154,3145,62,0.031446540880503145,0.07462686567164178,0.044247787610619475,0.046680812367384056,0.9533191876326159,3366,67,159
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,percentile,4.278106734930174,7,39,3260,60,0.15217391304347827,0.1044776119402985,0.12389380530973454,0.011821764170960897,0.9881782358290391,3366,67,46
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mean_std,7477406.062098552,0,2,3297,67,0.0,0.0,0.0,0.0006062443164595332,0.9993937556835405,3366,67,2
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,iqr,3.379336140379394,8,97,3202,59,0.0761904761904762,0.11940298507462686,0.09302325581395349,0.02940284934828736,0.9705971506517126,3366,67,105
ETTh1,nlinear,multivariate,24,42,first,level_shift,2024,0.02,3.0,rolling_zscore,mad,3.837024392715136,8,59,3240,59,0.11940298507462686,0.11940298507462686,0.11940298507462686,0.017884207335556228,0.9821157926644438,3366,67,67
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,percentile,1.7860218639999996,79,79,3208,0,0.5,1.0,0.6666666666666666,0.02403407362336477,0.9759659263766353,3366,79,158
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,mean_std,1.6956210557618947,79,90,3197,0,0.46745562130177515,1.0,0.6370967741935484,0.027380590203833283,0.9726194097961667,3366,79,169
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,iqr,1.4185841175,79,154,3133,0,0.33905579399141633,1.0,0.5064102564102565,0.04685123212655917,0.9531487678734408,3366,79,233
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,residual,mad,1.5722129060285002,79,110,3177,0,0.41798941798941797,1.0,0.5895522388059702,0.03346516580468512,0.9665348341953148,3366,79,189
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,percentile,2.588390364924154,59,974,2313,20,0.057115198451113264,0.7468354430379747,0.10611510791366906,0.29631883176148466,0.7036811682385153,3366,79,1033
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,mean_std,2.6496085647748084,59,930,2357,20,0.05965621840242669,0.7468354430379747,0.11048689138576778,0.2829327654396106,0.7170672345603895,3366,79,989
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,iqr,2.327711048654572,59,1259,2028,20,0.044764795144157814,0.7468354430379747,0.08446671438797423,0.38302403407362334,0.6169759659263766,3366,79,1318
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,raw_zscore,mad,2.4114464476877635,59,1197,2090,20,0.046974522292993634,0.7468354430379747,0.08838951310861425,0.36416184971098264,0.6358381502890174,3366,79,1256
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,percentile,1.7589995530000004,4,78,3209,75,0.04878048780487805,0.05063291139240506,0.049689440993788817,0.02372984484332218,0.9762701551566778,3366,79,82
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,mean_std,1.5985696494397563,5,105,3182,74,0.045454545454545456,0.06329113924050633,0.05291005291005291,0.03194402190447216,0.9680559780955278,3366,79,110
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,iqr,1.1960014875000007,7,189,3098,72,0.03571428571428571,0.08860759493670886,0.05090909090909091,0.057499239428049895,0.9425007605719501,3366,79,196
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,diff_score,mad,1.3768992432699991,7,151,3136,72,0.04430379746835443,0.08860759493670886,0.05907172995780591,0.045938545786431396,0.9540614542135686,3366,79,158
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,percentile,4.278106734930174,7,35,3252,72,0.16666666666666666,0.08860759493670886,0.11570247933884298,0.01064800730149072,0.9893519926985093,3366,79,42
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mean_std,7477406.062098552,0,2,3285,79,0.0,0.0,0.0,0.000608457560085184,0.9993915424399148,3366,79,2
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,iqr,3.379336140379394,9,94,3193,70,0.08737864077669903,0.11392405063291139,0.09890109890109888,0.02859750532400365,0.9714024946759964,3366,79,103
ETTh1,nlinear,multivariate,24,42,first,level_shift,3407,0.02,3.0,rolling_zscore,mad,3.837024392715136,7,54,3233,72,0.11475409836065574,0.08860759493670886,0.10000000000000002,0.016428354122299968,0.9835716458777001,3366,79,61
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,percentile,1.7860218639999996,7,80,3209,70,0.08045977011494253,0.09090909090909091,0.08536585365853659,0.024323502584372148,0.9756764974156279,3366,77,87
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,mean_std,1.6956210557618947,11,93,3196,66,0.10576923076923077,0.14285714285714285,0.12154696132596683,0.028276071754332624,0.9717239282456673,3366,77,104
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,iqr,1.4185841175,23,156,3133,54,0.12849162011173185,0.2987012987012987,0.1796875,0.04743083003952569,0.9525691699604744,3366,77,179
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,residual,mad,1.5722129060285002,18,113,3176,59,0.13740458015267176,0.23376623376623376,0.17307692307692307,0.034356947400425664,0.9656430525995744,3366,77,131
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,percentile,2.588390364924154,26,994,2295,51,0.025490196078431372,0.33766233766233766,0.04740200546946216,0.30221951961082394,0.6977804803891761,3366,77,1020
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,mean_std,2.6496085647748084,26,949,2340,51,0.02666666666666667,0.33766233766233766,0.049429657794676805,0.2885375494071146,0.7114624505928854,3366,77,975
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,iqr,2.327711048654572,43,1279,2010,34,0.03252647503782148,0.5584415584415584,0.06147248034310221,0.38887199756764973,0.6111280024323502,3366,77,1322
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,raw_zscore,mad,2.4114464476877635,43,1218,2071,34,0.03409992069785884,0.5584415584415584,0.06427503736920777,0.370325326847066,0.629674673152934,3366,77,1261
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,percentile,1.7589995530000004,0,76,3213,77,0.0,0.0,0.0,0.023107327455153544,0.9768926725448465,3366,77,76
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,mean_std,1.5985696494397563,0,104,3185,77,0.0,0.0,0.0,0.03162055335968379,0.9683794466403162,3366,77,104
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,iqr,1.1960014875000007,0,192,3097,77,0.0,0.0,0.0,0.05837640620249316,0.9416235937975068,3366,77,192
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,diff_score,mad,1.3768992432699991,0,154,3135,77,0.0,0.0,0.0,0.046822742474916385,0.9531772575250836,3366,77,154
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,percentile,4.278106734930174,0,42,3247,77,0.0,0.0,0.0,0.012769838856795378,0.9872301611432046,3366,77,42
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,mean_std,7477406.062098552,0,2,3287,77,0.0,0.0,0.0,0.0006080875646093037,0.9993919124353907,3366,77,2
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,iqr,3.379336140379394,0,100,3189,77,0.0,0.0,0.0,0.030404378230465188,0.9695956217695348,3366,77,100
ETTh1,nlinear,multivariate,24,42,first,frozen,42,0.02,3.0,rolling_zscore,mad,3.837024392715136,0,63,3226,77,0.0,0.0,0.0,0.019154758285193068,0.9808452417148069,3366,77,63
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,residual,percentile,1.7860218639999996,7,80,3219,60,0.08045977011494253,0.1044776119402985,0.09090909090909091,0.024249772658381328,0.9757502273416186,3366,67,87
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,residual,mean_std,1.6956210557618947,9,92,3207,58,0.0891089108910891,0.13432835820895522,0.10714285714285714,0.027887238557138528,0.9721127614428615,3366,67,101
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,residual,iqr,1.4185841175,19,154,3145,48,0.10982658959537572,0.2835820895522388,0.15833333333333333,0.046680812367384056,0.9533191876326159,3366,67,173
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,residual,mad,1.5722129060285002,14,112,3187,53,0.1111111111111111,0.208955223880597,0.14507772020725387,0.033949681721733856,0.9660503182782662,3366,67,126
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,raw_zscore,percentile,2.588390364924154,23,989,2310,44,0.022727272727272728,0.34328358208955223,0.042632066728452274,0.2997878144892392,0.7002121855107608,3366,67,1012
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,raw_zscore,mean_std,2.6496085647748084,0,945,2354,67,0.0,0.0,0.0,0.28645043952712945,0.7135495604728705,3366,67,945
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,raw_zscore,iqr,2.327711048654572,23,1277,2022,44,0.01769230769230769,0.34328358208955223,0.033650329188002925,0.38708699605941194,0.612913003940588,3366,67,1300
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,raw_zscore,mad,2.4114464476877635,23,1214,2085,44,0.018593371059013743,0.34328358208955223,0.0352760736196319,0.36799030009093664,0.6320096999090633,3366,67,1237
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,diff_score,percentile,1.7589995530000004,0,76,3223,67,0.0,0.0,0.0,0.023037284025462262,0.9769627159745378,3366,67,76
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,diff_score,mean_std,1.5985696494397563,0,104,3195,67,0.0,0.0,0.0,0.031524704455895725,0.9684752955441043,3366,67,104
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,diff_score,iqr,1.1960014875000007,0,191,3108,67,0.0,0.0,0.0,0.05789633222188542,0.9421036677781146,3366,67,191
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,diff_score,mad,1.3768992432699991,0,153,3146,67,0.0,0.0,0.0,0.04637769020915429,0.9536223097908457,3366,67,153
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,rolling_zscore,percentile,4.278106734930174,0,43,3256,67,0.0,0.0,0.0,0.013034252803879964,0.9869657471961201,3366,67,43
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,rolling_zscore,mean_std,7477406.062098552,0,2,3297,67,0.0,0.0,0.0,0.0006062443164595332,0.9993937556835405,3366,67,2
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,rolling_zscore,iqr,3.379336140379394,0,105,3194,67,0.0,0.0,0.0,0.03182782661412549,0.9681721733858745,3366,67,105
ETTh1,nlinear,multivariate,24,42,first,frozen,2024,0.02,3.0,rolling_zscore,mad,3.837024392715136,0,64,3235,67,0.0,0.0,0.0,0.019399818126705062,0.9806001818732949,3366,67,64
ETTh1,nlinear,multivariate,24,42,first,frozen,3407,0.02,3.0,residual,percentile,1.7860218639999996,2,79,3208,77,0.024691358024691357,0.02531645569620253,0.025,0.02403407362336477,0.9759659263766353,3366,79,81
ETTh1,nlinear,multivariate,24,42,first,frozen,3407,0.02,3.0,residual,mean_std,1.6956210557618947,3,90,3197,76,0.03225806451612903,0.0379746835443038,0.03488372093023256,0.027380590203833283,0.9726194097961667,3366,79,93
ETTh1,nlinear,multivariate,24,42,first,frozen,3407,0.02,3.0,residual,iqr,1.4185841175,11,154,3133,68,0.06666666666666667,0.13924050632911392,0.0901639344262295,0.04685123212655917,0.9531487678734408,3366,79,165
ETTh1,nlinear,multivariate,24,42,first,frozen,3407,0.02,3.0,residual,mad,1.5722129060285002,8,110,3177,71,0.06779661016949153,0.10126582278481013,0.08121827411167512,0.03346516580468512,0.9665348341953148,3366,79,118
